customer_index,predicted_probability,risk_band,decision_at_0_30,actual_default
22999,0.13865778,10–20%,0,0
118,0.037456397,0–10%,0,0
13943,0.3252344,30–40%,1,1
21177,0.047502235,0–10%,0,0
13905,0.14175965,10–20%,0,0
3341,0.13249013,10–20%,0,0
22747,0.10237495,10–20%,0,0
8719,0.085206844,0–10%,0,0
8559,0.0805287,0–10%,0,0
23341,0.31215656,30–40%,1,1
4048,0.3224582,30–40%,1,1
14444,0.10170425,10–20%,0,0
5872,0.093852006,0–10%,0,0
16436,0.18651256,10–20%,0,0
3501,0.024277274,0–10%,0,0
24574,0.1265448,10–20%,0,0
2080,0.13773623,10–20%,0,0
3632,0.11846167,10–20%,0,0
4013,0.75439626,70–80%,1,1
4819,0.12026485,10–20%,0,0
24555,0.11669336,10–20%,0,0
12769,0.10172056,10–20%,0,0
7313,0.17829306,10–20%,0,1
7921,0.22533908,20–30%,0,1
9229,0.061042678,0–10%,0,0
23907,0.16297685,10–20%,0,1
2478,0.13961686,10–20%,0,0
2417,0.7155592,70–80%,1,1
4409,0.24712294,20–30%,0,0
4326,0.25692862,20–30%,0,0
2187,0.30385146,30–40%,1,1
15075,0.06232495,0–10%,0,0
28633,0.8070729,80–90%,1,1
9681,0.014148223,0–10%,0,0
2793,0.13374856,10–20%,0,0
17503,0.090596594,0–10%,0,0
22176,0.54992837,50–60%,1,1
337,0.19596076,10–20%,0,0
7416,0.72563297,70–80%,1,0
11378,0.08187083,0–10%,0,0
10264,0.40929395,40–50%,1,0
1394,0.08236232,0–10%,0,0
14074,0.34509465,30–40%,1,1
13852,0.06547409,0–10%,0,0
13833,0.15873648,10–20%,0,0
9001,0.10352526,10–20%,0,0
25900,0.06258359,0–10%,0,0
28483,0.17646879,10–20%,0,0
5766,0.13568875,10–20%,0,0
1139,0.06934651,0–10%,0,0
17583,0.06753462,0–10%,0,1
14995,0.366214,30–40%,1,0
28003,0.029447285,0–10%,0,0
25222,0.14905846,10–20%,0,0
29704,0.17739256,10–20%,0,0
25788,0.07143887,0–10%,0,0
24925,0.17861181,10–20%,0,0
13998,0.10809553,10–20%,0,0
5260,0.51082885,50–60%,1,1
9032,0.0934997,0–10%,0,0
13591,0.10932714,10–20%,0,0
9479,0.34551308,30–40%,1,1
29726,0.8977784,80–90%,1,1
23115,0.13769943,10–20%,0,0
11894,0.15873134,10–20%,0,0
12435,0.055403735,0–10%,0,1
10246,0.09355755,0–10%,0,0
26551,0.106114395,10–20%,0,1
28553,0.19650248,10–20%,0,0
20558,0.13756473,10–20%,0,0
22088,0.20729536,20–30%,0,0
21634,0.69205517,60–70%,1,1
3339,0.16671701,10–20%,0,1
17900,0.3673343,30–40%,1,0
8227,0.124363355,10–20%,0,1
21912,0.14107001,10–20%,0,0
7304,0.07630732,0–10%,0,0
19202,0.053651813,0–10%,0,0
19415,0.1342945,10–20%,0,1
18578,0.13099611,10–20%,0,0
25704,0.4353633,40–50%,1,1
18909,0.19231114,10–20%,0,0
1468,0.14958252,10–20%,0,0
5098,0.08828509,0–10%,0,0
4675,0.09080622,0–10%,0,0
22306,0.3194477,30–40%,1,1
19995,0.11660436,10–20%,0,0
22688,0.78501123,70–80%,1,1
7837,0.0321211,0–10%,0,0
7103,0.019619396,0–10%,0,0
19135,0.16691971,10–20%,0,0
11760,0.2727904,20–30%,0,0
24154,0.6629438,60–70%,1,1
26816,0.17312104,10–20%,0,0
10001,0.20228353,20–30%,0,0
18213,0.10765278,10–20%,0,1
11620,0.09305869,0–10%,0,0
25005,0.37034804,30–40%,1,0
11934,0.08374816,0–10%,0,0
7010,0.12976207,10–20%,0,0
15282,0.08598396,0–10%,0,0
29841,0.05007371,0–10%,0,0
28413,0.10817579,10–20%,0,0
11629,0.12307043,10–20%,0,0
29520,0.14635567,10–20%,0,1
27460,0.193485,10–20%,0,0
10483,0.096892394,0–10%,0,0
28173,0.21796827,20–30%,0,1
28749,0.2005292,20–30%,0,0
7915,0.028577313,0–10%,0,0
22690,0.734462,70–80%,1,0
5588,0.10055943,10–20%,0,0
15104,0.1561572,10–20%,0,0
18542,0.0740238,0–10%,0,0
26439,0.13898452,10–20%,0,0
22368,0.118824005,10–20%,0,0
3512,0.7881652,70–80%,1,1
19046,0.042265527,0–10%,0,0
27539,0.15445468,10–20%,0,1
21702,0.5894677,50–60%,1,0
16262,0.046098337,0–10%,0,0
22543,0.33089337,30–40%,1,1
28920,0.33831936,30–40%,1,1
10723,0.03056246,0–10%,0,0
11957,0.1892398,10–20%,0,0
20613,0.15049763,10–20%,0,0
5314,0.19095941,10–20%,0,0
22481,0.059428368,0–10%,0,0
16219,0.19248825,10–20%,0,1
12054,0.31281853,30–40%,1,1
5693,0.23736596,20–30%,0,0
2682,0.22776562,20–30%,0,0
1689,0.47550035,40–50%,1,1
20447,0.2192103,20–30%,0,0
27981,0.121656515,10–20%,0,0
27190,0.7571377,70–80%,1,0
8950,0.034432013,0–10%,0,0
20624,0.17940742,10–20%,0,0
14336,0.037933245,0–10%,0,0
19921,0.16661966,10–20%,0,0
7516,0.38454235,30–40%,1,0
16906,0.09506954,0–10%,0,0
16612,0.72796535,70–80%,1,1
599,0.19376059,10–20%,0,1
13131,0.13021262,10–20%,0,0
10833,0.15857737,10–20%,0,1
28218,0.16512223,10–20%,0,0
15249,0.18169565,10–20%,0,0
4141,0.6194576,60–70%,1,0
277,0.23860338,20–30%,0,0
9933,0.15506542,10–20%,0,1
21648,0.29006967,20–30%,0,0
16050,0.05346545,0–10%,0,0
1283,0.064825274,0–10%,0,0
22091,0.06251851,0–10%,0,0
1216,0.11753625,10–20%,0,0
24032,0.46519765,40–50%,1,1
29092,0.26944143,20–30%,0,0
9245,0.11157993,10–20%,0,0
2076,0.3504556,30–40%,1,0
11196,0.20378545,20–30%,0,0
19505,0.105075315,10–20%,0,0
10532,0.13002102,10–20%,0,0
4398,0.044103146,0–10%,0,0
29103,0.12819956,10–20%,0,0
28077,0.15581983,10–20%,0,0
28630,0.05055202,0–10%,0,0
20635,0.14323863,10–20%,0,0
14926,0.048226617,0–10%,0,0
7376,0.34038612,30–40%,1,0
17683,0.14041837,10–20%,0,0
27922,0.4827352,40–50%,1,1
18115,0.16747317,10–20%,0,0
16533,0.12524933,10–20%,0,0
760,0.4085662,40–50%,1,1
1276,0.04523498,0–10%,0,0
25154,0.74169165,70–80%,1,1
18612,0.0375976,0–10%,0,0
12925,0.14518431,10–20%,0,0
17275,0.09395506,0–10%,0,0
28267,0.10758354,10–20%,0,0
29059,0.14245547,10–20%,0,0
18295,0.32591194,30–40%,1,1
9091,0.148854,10–20%,0,0
9715,0.28641543,20–30%,0,0
526,0.47320023,40–50%,1,0
8856,0.6639526,60–70%,1,1
13573,0.13826023,10–20%,0,0
970,0.041260846,0–10%,0,1
6355,0.14722729,10–20%,0,0
17172,0.11083856,10–20%,0,0
11508,0.066755965,0–10%,0,0
10518,0.09488514,0–10%,0,0
15407,0.042333376,0–10%,0,0
16660,0.11283555,10–20%,0,0
12660,0.37160105,30–40%,1,0
540,0.20756114,20–30%,0,0
2854,0.80429053,80–90%,1,1
20481,0.16423935,10–20%,0,0
2669,0.1494228,10–20%,0,1
474,0.15115666,10–20%,0,0
24684,0.6657112,60–70%,1,1
5142,0.16383725,10–20%,0,0
6263,0.11874958,10–20%,0,0
4289,0.12350694,10–20%,0,0
15681,0.30860567,30–40%,1,1
25256,0.23473291,20–30%,0,0
1192,0.12976283,10–20%,0,1
8728,0.13941929,10–20%,0,0
27024,0.66506666,60–70%,1,0
23894,0.102717854,10–20%,0,0
14621,0.025519947,0–10%,0,0
26010,0.049147055,0–10%,0,0
24667,0.08096836,0–10%,0,0
18573,0.083684355,0–10%,0,1
1189,0.08035943,0–10%,0,0
15160,0.6945563,60–70%,1,1
15666,0.18739621,10–20%,0,0
8803,0.40043038,40–50%,1,0
16103,0.70762485,70–80%,1,0
23337,0.0792959,0–10%,0,0
8349,0.17819382,10–20%,0,0
3009,0.695462,60–70%,1,1
6497,0.19705693,10–20%,0,0
20107,0.13165645,10–20%,0,0
8568,0.123818874,10–20%,0,0
2422,0.16916241,10–20%,0,0
5296,0.16015092,10–20%,0,0
34,0.08625037,0–10%,0,0
6217,0.38158414,30–40%,1,0
26908,0.15497163,10–20%,0,0
6173,0.3708922,30–40%,1,0
13968,0.5670185,50–60%,1,1
24540,0.073921174,0–10%,0,0
29429,0.15878211,10–20%,0,0
11806,0.067367375,0–10%,0,0
11313,0.1365094,10–20%,0,0
27171,0.10593223,10–20%,0,0
22819,0.035973348,0–10%,0,0
11314,0.59585106,50–60%,1,1
28096,0.40691015,40–50%,1,1
28649,0.06710882,0–10%,0,0
3262,0.28277192,20–30%,0,0
25182,0.6687273,60–70%,1,1
154,0.16518514,10–20%,0,0
18296,0.39337364,30–40%,1,1
27221,0.90302515,90–100%,1,1
28799,0.17791684,10–20%,0,0
26318,0.226882,20–30%,0,1
9132,0.072247,0–10%,0,0
8770,0.15965834,10–20%,0,0
11211,0.70127773,70–80%,1,1
29599,0.10510137,10–20%,0,0
20863,0.1685157,10–20%,0,0
21043,0.19322813,10–20%,0,0
3744,0.036651134,0–10%,0,0
28972,0.113964625,10–20%,0,0
25519,0.15314876,10–20%,0,0
3823,0.08010719,0–10%,0,0
838,0.029897332,0–10%,0,0
12163,0.6220606,60–70%,1,0
27793,0.5280696,50–60%,1,0
15051,0.106023766,10–20%,0,0
841,0.053870168,0–10%,0,0
17555,0.18838453,10–20%,0,0
10303,0.20244211,20–30%,0,0
21191,0.023904823,0–10%,0,0
653,0.18615036,10–20%,0,1
24379,0.11985164,10–20%,0,0
21231,0.13944809,10–20%,0,0
16273,0.19525898,10–20%,0,0
26431,0.1331608,10–20%,0,0
23829,0.1526944,10–20%,0,0
25697,0.22203104,20–30%,0,0
28627,0.16714342,10–20%,0,0
20326,0.16560036,10–20%,0,0
5441,0.031941164,0–10%,0,0
13926,0.17742743,10–20%,0,0
22710,0.28638694,20–30%,0,1
20866,0.6245442,60–70%,1,0
27201,0.17041075,10–20%,0,0
9274,0.16230774,10–20%,0,0
2827,0.06984263,0–10%,0,0
28274,0.047527086,0–10%,0,0
26543,0.11800061,10–20%,0,0
7436,0.7608324,70–80%,1,1
27870,0.19460684,10–20%,0,0
24144,0.13335733,10–20%,0,0
10375,0.12317651,10–20%,0,0
26073,0.33158347,30–40%,1,0
29364,0.19515005,10–20%,0,0
21129,0.3068029,30–40%,1,0
14955,0.1618875,10–20%,0,0
13246,0.04505515,0–10%,0,0
23465,0.6892773,60–70%,1,1
23653,0.12813982,10–20%,0,0
29512,0.25057444,20–30%,0,1
17361,0.4598336,40–50%,1,0
17213,0.4258069,40–50%,1,1
10890,0.29873344,20–30%,0,1
13094,0.4300136,40–50%,1,0
15267,0.40466124,40–50%,1,0
11225,0.5279161,50–60%,1,0
3646,0.043697298,0–10%,0,0
4703,0.73817515,70–80%,1,1
19527,0.14722483,10–20%,0,1
29211,0.15093248,10–20%,0,0
4934,0.65479434,60–70%,1,0
24618,0.20084721,20–30%,0,0
29641,0.10223081,10–20%,0,0
1843,0.14162995,10–20%,0,1
15996,0.10085304,10–20%,0,1
7410,0.21295814,20–30%,0,0
25974,0.47009787,40–50%,1,0
29903,0.04893567,0–10%,0,0
28452,0.2126306,20–30%,0,0
16597,0.05454766,0–10%,0,0
16147,0.08913605,0–10%,0,0
20895,0.06887578,0–10%,0,0
23667,0.13370635,10–20%,0,0
23467,0.031113924,0–10%,0,0
21104,0.16253175,10–20%,0,0
1147,0.17159668,10–20%,0,0
17767,0.058991842,0–10%,0,0
9722,0.028918875,0–10%,0,0
15752,0.45522156,40–50%,1,0
27450,0.06634287,0–10%,0,0
29151,0.72530854,70–80%,1,1
9795,0.06419363,0–10%,0,1
3101,0.07120418,0–10%,0,0
18581,0.061241344,0–10%,0,0
8085,0.04652014,0–10%,0,0
9728,0.048895285,0–10%,0,0
16545,0.18128768,10–20%,0,0
28885,0.21299425,20–30%,0,0
469,0.14595564,10–20%,0,0
5703,0.10382012,10–20%,0,0
2036,0.04325637,0–10%,0,0
28950,0.22624041,20–30%,0,1
29186,0.18427446,10–20%,0,0
24318,0.23595762,20–30%,0,0
27143,0.27013752,20–30%,0,0
19421,0.15835449,10–20%,0,1
24927,0.31923667,30–40%,1,0
28202,0.12908949,10–20%,0,0
27228,0.663986,60–70%,1,1
4487,0.13600264,10–20%,0,0
8453,0.13690935,10–20%,0,1
9314,0.1548205,10–20%,0,1
18682,0.13506734,10–20%,0,1
29171,0.06200716,0–10%,0,0
28962,0.15626872,10–20%,0,0
1292,0.094782576,0–10%,0,0
12350,0.20713112,20–30%,0,0
11012,0.17839557,10–20%,0,0
22116,0.0950344,0–10%,0,0
12138,0.10552136,10–20%,0,1
12720,0.2043262,20–30%,0,0
15330,0.08130255,0–10%,0,0
5192,0.2088014,20–30%,0,0
6373,0.7345352,70–80%,1,1
15690,0.24552278,20–30%,0,0
22592,0.25191176,20–30%,0,0
11240,0.61347455,60–70%,1,0
29945,0.14565168,10–20%,0,0
29327,0.09763412,0–10%,0,0
14379,0.07852414,0–10%,0,0
20126,0.18879864,10–20%,0,0
19364,0.04404889,0–10%,0,0
16468,0.15359502,10–20%,0,0
24062,0.38953593,30–40%,1,0
24823,0.14356689,10–20%,0,0
4966,0.16181406,10–20%,0,0
26712,0.7974174,70–80%,1,0
19837,0.08122139,0–10%,0,0
22046,0.04934714,0–10%,0,0
28011,0.03102105,0–10%,0,0
4368,0.32906613,30–40%,1,1
18770,0.3454933,30–40%,1,1
1911,0.094203435,0–10%,0,0
16335,0.26772496,20–30%,0,0
9941,0.21552564,20–30%,0,0
23108,0.17030863,10–20%,0,0
28697,0.10076942,10–20%,0,0
27387,0.19063647,10–20%,0,0
5843,0.26717424,20–30%,0,0
29935,0.12016532,10–20%,0,1
19747,0.07420565,0–10%,0,0
5670,0.30182227,30–40%,1,0
1784,0.060898043,0–10%,0,0
18165,0.1405273,10–20%,0,0
2453,0.18816516,10–20%,0,0
13860,0.13513118,10–20%,0,0
1707,0.04486437,0–10%,0,0
8316,0.10174161,10–20%,0,0
13349,0.06422602,0–10%,0,0
16401,0.20620789,20–30%,0,0
27402,0.1752587,10–20%,0,0
2951,0.16924898,10–20%,0,0
113,0.07946264,0–10%,0,0
15728,0.09825134,0–10%,0,0
16818,0.1276652,10–20%,0,0
11004,0.08355192,0–10%,0,0
24075,0.84806603,80–90%,1,0
6793,0.06706362,0–10%,0,0
13933,0.07025182,0–10%,0,0
19951,0.12320437,10–20%,0,0
10614,0.19094892,10–20%,0,0
8204,0.10764165,10–20%,0,0
2731,0.06348892,0–10%,0,1
19090,0.08244765,0–10%,0,0
13619,0.24455377,20–30%,0,1
22095,0.12485631,10–20%,0,0
16009,0.18132204,10–20%,0,0
23352,0.10693455,10–20%,0,1
25843,0.044244852,0–10%,0,0
18586,0.17889664,10–20%,0,0
4884,0.45899493,40–50%,1,1
19220,0.6627315,60–70%,1,1
17076,0.79874235,70–80%,1,1
29206,0.14744076,10–20%,0,0
13272,0.20209649,20–30%,0,0
17175,0.05966663,0–10%,0,0
7606,0.09518347,0–10%,0,1
19898,0.7163608,70–80%,1,1
7197,0.093351565,0–10%,0,0
8120,0.12668583,10–20%,0,0
4769,0.7661576,70–80%,1,1
19304,0.22294417,20–30%,0,0
20716,0.10286832,10–20%,0,0
2245,0.16399273,10–20%,0,0
19013,0.1545912,10–20%,0,1
28767,0.13356173,10–20%,0,0
6201,0.09250494,0–10%,0,1
18003,0.5840218,50–60%,1,0
9137,0.07018504,0–10%,0,0
5948,0.06884016,0–10%,0,0
5615,0.01711964,0–10%,0,0
8169,0.15856093,10–20%,0,0
24625,0.086326696,0–10%,0,0
5437,0.07778165,0–10%,0,0
25753,0.19434066,10–20%,0,0
3361,0.14672585,10–20%,0,0
16321,0.16210575,10–20%,0,0
13603,0.15805785,10–20%,0,1
14507,0.07050587,0–10%,0,0
12539,0.1908447,10–20%,0,1
22792,0.08391822,0–10%,0,0
14394,0.055378396,0–10%,0,0
20869,0.15634103,10–20%,0,0
21701,0.74616265,70–80%,1,1
11151,0.70204014,70–80%,1,1
2426,0.31717637,30–40%,1,0
26379,0.31971562,30–40%,1,0
18108,0.10637715,10–20%,0,0
29690,0.07425946,0–10%,0,0
1960,0.6531777,60–70%,1,1
24919,0.27420875,20–30%,0,0
5553,0.1530302,10–20%,0,0
7297,0.053213544,0–10%,0,0
25424,0.12312638,10–20%,0,0
27351,0.16161878,10–20%,0,0
24551,0.084457316,0–10%,0,1
21504,0.1173715,10–20%,0,0
8522,0.23817924,20–30%,0,0
728,0.065898515,0–10%,0,0
16312,0.15064108,10–20%,0,0
18651,0.07936712,0–10%,0,0
885,0.11226738,10–20%,0,0
14353,0.13674675,10–20%,0,0
7715,0.1615484,10–20%,0,0
18863,0.046930827,0–10%,0,0
18659,0.22853167,20–30%,0,0
18576,0.15858454,10–20%,0,0
11648,0.23705536,20–30%,0,0
6067,0.12086153,10–20%,0,0
26550,0.14015587,10–20%,0,1
6385,0.12477097,10–20%,0,0
28443,0.076034166,0–10%,0,0
19615,0.12890345,10–20%,0,0
1260,0.061197624,0–10%,0,0
7903,0.16242346,10–20%,0,0
21240,0.73604554,70–80%,1,0
9416,0.09974895,0–10%,0,0
29933,0.38442004,30–40%,1,0
14696,0.07423804,0–10%,0,0
11755,0.09842702,0–10%,0,0
15699,0.4300736,40–50%,1,0
24348,0.04108485,0–10%,0,0
11536,0.048257418,0–10%,0,0
9663,0.11076914,10–20%,0,0
7232,0.3295329,30–40%,1,0
17207,0.78189063,70–80%,1,1
985,0.09619858,0–10%,0,1
13412,0.23057307,20–30%,0,1
577,0.16327575,10–20%,0,0
851,0.38683057,30–40%,1,0
18484,0.12074337,10–20%,0,0
11381,0.058841277,0–10%,0,1
28412,0.036510956,0–10%,0,0
4357,0.34460768,30–40%,1,0
28601,0.09849362,0–10%,0,0
7346,0.19688825,10–20%,0,0
1291,0.17392778,10–20%,0,0
9592,0.053525276,0–10%,0,0
21417,0.09810957,0–10%,0,0
7060,0.25546068,20–30%,0,0
22866,0.2874757,20–30%,0,0
6621,0.65809655,60–70%,1,1
7404,0.16371681,10–20%,0,1
12727,0.049827263,0–10%,0,0
9215,0.32782453,30–40%,1,1
15743,0.10675749,10–20%,0,0
5760,0.16206892,10–20%,0,0
22214,0.093378395,0–10%,0,0
22072,0.10521132,10–20%,0,0
24597,0.05801735,0–10%,0,0
8872,0.0288681,0–10%,0,0
1352,0.204979,20–30%,0,0
28171,0.10483244,10–20%,0,0
8356,0.16423982,10–20%,0,0
6734,0.04025009,0–10%,0,0
11045,0.11653073,10–20%,0,0
3202,0.13427863,10–20%,0,0
23433,0.10625356,10–20%,0,0
14622,0.059486356,0–10%,0,0
18094,0.8472535,80–90%,1,1
714,0.15525112,10–20%,0,0
26118,0.06594428,0–10%,0,0
5823,0.18808837,10–20%,0,0
15311,0.1609765,10–20%,0,0
14834,0.04071403,0–10%,0,0
22328,0.08160093,0–10%,0,0
26829,0.13620138,10–20%,0,1
27834,0.06686134,0–10%,0,0
18462,0.2053607,20–30%,0,0
23562,0.11359882,10–20%,0,1
29615,0.32886022,30–40%,1,1
18393,0.72250074,70–80%,1,1
22285,0.5861136,50–60%,1,1
25528,0.11253082,10–20%,0,0
10467,0.7504195,70–80%,1,0
29226,0.24351928,20–30%,0,0
22988,0.028647693,0–10%,0,0
27962,0.38729453,30–40%,1,0
2604,0.13394378,10–20%,0,0
23041,0.06114814,0–10%,0,0
25816,0.17360097,10–20%,0,0
18391,0.06558162,0–10%,0,0
16424,0.12645851,10–20%,0,0
24923,0.02512436,0–10%,0,0
17848,0.11128101,10–20%,0,0
571,0.13921256,10–20%,0,0
6736,0.1565805,10–20%,0,0
20516,0.018317,0–10%,0,0
20644,0.35889265,30–40%,1,1
8566,0.07841513,0–10%,0,0
17252,0.6221837,60–70%,1,0
25698,0.06587689,0–10%,0,0
28219,0.17712778,10–20%,0,0
4331,0.08448742,0–10%,0,0
5945,0.087430194,0–10%,0,0
2706,0.6298712,60–70%,1,1
2253,0.21588987,20–30%,0,0
28268,0.33116835,30–40%,1,0
21149,0.12507576,10–20%,0,0
10984,0.086701535,0–10%,0,0
16490,0.38986966,30–40%,1,1
29570,0.83425224,80–90%,1,1
15212,0.3220746,30–40%,1,1
19240,0.059030008,0–10%,0,0
13209,0.30038157,30–40%,1,1
11817,0.7137013,70–80%,1,0
10590,0.19527979,10–20%,0,0
24922,0.04945865,0–10%,0,0
12154,0.58478975,50–60%,1,0
163,0.11980788,10–20%,0,0
243,0.35473186,30–40%,1,0
28089,0.14948703,10–20%,0,0
28589,0.04203784,0–10%,0,0
23238,0.14931324,10–20%,0,0
18164,0.090409964,0–10%,0,1
10475,0.15626325,10–20%,0,0
10695,0.7815345,70–80%,1,1
12634,0.038857922,0–10%,0,0
7333,0.14478746,10–20%,0,0
24885,0.19599482,10–20%,0,0
1458,0.10211997,10–20%,0,1
263,0.100325614,10–20%,0,0
2522,0.11021971,10–20%,0,0
29577,0.15168302,10–20%,0,1
23186,0.16959102,10–20%,0,1
29139,0.10871728,10–20%,0,0
5887,0.045664832,0–10%,0,0
20708,0.07884592,0–10%,0,0
7934,0.2329332,20–30%,0,1
16294,0.39444324,30–40%,1,1
28083,0.11433639,10–20%,0,0
27202,0.11639683,10–20%,0,0
27784,0.061732985,0–10%,0,0
12563,0.070299365,0–10%,0,0
7890,0.050431617,0–10%,0,0
9836,0.10350283,10–20%,0,0
19209,0.22042082,20–30%,0,0
14801,0.34373224,30–40%,1,0
15573,0.24226283,20–30%,0,0
19280,0.23726842,20–30%,0,0
29649,0.06485342,0–10%,0,0
1795,0.35926127,30–40%,1,0
6068,0.12421308,10–20%,0,0
3818,0.32248345,30–40%,1,0
24681,0.019449836,0–10%,0,0
18683,0.1911666,10–20%,0,0
15308,0.5252415,50–60%,1,0
2997,0.16258588,10–20%,0,0
11204,0.49492252,40–50%,1,0
6335,0.047947384,0–10%,0,0
10355,0.09656698,0–10%,0,0
1037,0.131776,10–20%,0,1
2563,0.18560605,10–20%,0,0
29530,0.1889246,10–20%,0,0
24641,0.108412705,10–20%,0,0
3405,0.0459018,0–10%,0,0
8292,0.19874422,10–20%,0,1
17023,0.16923757,10–20%,0,1
14975,0.21339266,20–30%,0,1
17375,0.28948006,20–30%,0,0
7773,0.17154035,10–20%,0,0
8100,0.1054079,10–20%,0,0
7802,0.77996844,70–80%,1,1
5576,0.17037642,10–20%,0,1
27843,0.3293316,30–40%,1,0
15452,0.1312302,10–20%,0,0
26609,0.44361046,40–50%,1,1
8180,0.122435376,10–20%,0,1
17649,0.8522408,80–90%,1,1
20853,0.15782255,10–20%,0,0
33,0.037360065,0–10%,0,0
22557,0.17722046,10–20%,0,0
10305,0.1231236,10–20%,0,0
12997,0.60898894,60–70%,1,1
11059,0.42372844,40–50%,1,0
27782,0.1375065,10–20%,0,0
13786,0.064009085,0–10%,0,0
10935,0.18018566,10–20%,0,0
8496,0.25038385,20–30%,0,0
15593,0.7775746,70–80%,1,1
26659,0.3097234,30–40%,1,0
18363,0.0772309,0–10%,0,0
23937,0.057370808,0–10%,0,0
3633,0.123960584,10–20%,0,1
12950,0.19456677,10–20%,0,0
15794,0.15501924,10–20%,0,0
25744,0.13475192,10–20%,0,0
4815,0.15432765,10–20%,0,0
29549,0.06615954,0–10%,0,0
7171,0.09784656,0–10%,0,0
20248,0.62740135,60–70%,1,1
543,0.10346659,10–20%,0,0
24121,0.10103373,10–20%,0,0
10414,0.3714218,30–40%,1,0
9154,0.014212803,0–10%,0,0
10046,0.15784888,10–20%,0,1
3003,0.68776876,60–70%,1,1
29467,0.081036136,0–10%,0,0
14924,0.049657207,0–10%,0,0
21630,0.17458764,10–20%,0,0
29982,0.17305887,10–20%,0,1
21475,0.041765448,0–10%,0,0
23858,0.09963581,0–10%,0,0
15799,0.2750543,20–30%,0,0
21273,0.7834114,70–80%,1,1
27885,0.09183818,0–10%,0,1
13029,0.38378885,30–40%,1,1
7341,0.18319435,10–20%,0,0
26874,0.051496096,0–10%,0,0
2610,0.04104927,0–10%,0,0
4165,0.36917755,30–40%,1,1
19433,0.3228683,30–40%,1,1
18803,0.042252712,0–10%,0,0
19741,0.06006764,0–10%,0,0
21493,0.09473257,0–10%,0,1
20994,0.13788752,10–20%,0,0
16795,0.04455097,0–10%,0,0
4477,0.095374025,0–10%,0,0
29428,0.13678287,10–20%,0,0
24773,0.162559,10–20%,0,0
9306,0.22363587,20–30%,0,0
9449,0.18076752,10–20%,0,1
25071,0.64434624,60–70%,1,0
14727,0.13590127,10–20%,0,1
29399,0.10365735,10–20%,0,0
12633,0.15053289,10–20%,0,0
27527,0.10729848,10–20%,0,1
6450,0.11779953,10–20%,0,0
14537,0.18730775,10–20%,0,1
12990,0.4910363,40–50%,1,1
22938,0.12775595,10–20%,0,0
1521,0.7938815,70–80%,1,0
6489,0.15912075,10–20%,0,1
8317,0.15124117,10–20%,0,0
15253,0.038192935,0–10%,0,0
16276,0.031551763,0–10%,0,1
10827,0.33791962,30–40%,1,0
17626,0.16910756,10–20%,0,0
7187,0.54614025,50–60%,1,0
17693,0.530638,50–60%,1,0
27643,0.5896964,50–60%,1,1
22226,0.09565258,0–10%,0,0
26856,0.3271154,30–40%,1,1
29916,0.048734237,0–10%,0,0
5804,0.11105901,10–20%,0,0
20467,0.17170495,10–20%,0,0
23993,0.3102274,30–40%,1,0
19990,0.14740716,10–20%,0,0
1109,0.35124016,30–40%,1,0
10342,0.12544534,10–20%,0,0
23339,0.57026356,50–60%,1,1
23683,0.06139596,0–10%,0,0
14088,0.1419574,10–20%,0,0
8434,0.13486078,10–20%,0,0
11098,0.67930686,60–70%,1,0
9464,0.10848632,10–20%,0,0
22833,0.0844205,0–10%,0,0
2481,0.06260291,0–10%,0,0
24708,0.7287721,70–80%,1,0
15945,0.053822044,0–10%,0,0
13099,0.112537734,10–20%,0,0
19060,0.17138408,10–20%,0,1
26162,0.053068392,0–10%,0,0
9157,0.04577947,0–10%,0,0
20344,0.06537743,0–10%,0,0
12871,0.11775672,10–20%,0,0
2562,0.86122936,80–90%,1,1
6495,0.050703738,0–10%,0,0
8064,0.20569867,20–30%,0,0
1933,0.24287052,20–30%,0,0
24848,0.05756476,0–10%,0,0
5015,0.15334152,10–20%,0,0
15519,0.14533798,10–20%,0,0
24092,0.76569325,70–80%,1,0
17987,0.05624494,0–10%,0,0
9801,0.0650097,0–10%,0,1
28123,0.20260534,20–30%,0,1
23471,0.39303565,30–40%,1,0
22589,0.04706204,0–10%,0,0
18633,0.05486936,0–10%,0,0
24002,0.04066309,0–10%,0,0
20089,0.29183877,20–30%,0,0
9446,0.21299762,20–30%,0,0
63,0.1799706,10–20%,0,1
9251,0.3567532,30–40%,1,0
15066,0.11616328,10–20%,0,0
19604,0.31705874,30–40%,1,0
29346,0.05501745,0–10%,0,0
25993,0.25900912,20–30%,0,0
2432,0.7223042,70–80%,1,1
14279,0.13622591,10–20%,0,1
25536,0.32270518,30–40%,1,0
29413,0.42042387,40–50%,1,1
10621,0.11224695,10–20%,0,0
13399,0.29538175,20–30%,0,1
26329,0.13566004,10–20%,0,0
6942,0.43451503,40–50%,1,1
13411,0.08067494,0–10%,0,0
13538,0.17987931,10–20%,0,0
22529,0.33497435,30–40%,1,0
29634,0.071813814,0–10%,0,0
18819,0.09488343,0–10%,0,0
262,0.122796185,10–20%,0,0
1396,0.46706983,40–50%,1,1
15980,0.45317167,40–50%,1,0
21631,0.054240387,0–10%,0,0
25836,0.05400456,0–10%,0,0
27580,0.71173584,70–80%,1,1
3576,0.04955747,0–10%,0,0
17102,0.21379109,20–30%,0,0
26811,0.2304016,20–30%,0,0
